school_ID,state,dist,abbr_state,state_code,LEAID,year,children,grad_rate_midpt,pct_pov,pct_SP,pct_HHVJ,pct_CC,pct_NCI,pct_CD,pct_CLI,pct_hisp_latino,pct_white,pct_black,pct_native,pct_asian,pct_PI,student_total
00360,West Virginia,Grant County School District,WV,54,5400360,2014-2018,1635,92.60135516657256,0.2013588696718216,0.3004663586616516,0.23728813230991364,0.00636523263528943,0.15280289947986603,0.0458715595304966,0,0,98.5,0,0,0,0,1771
00390,West Virginia,Greenbrier County School District,WV,54,5400390,2014-2018,5088,87.92702169625247,0.20493128895759585,0.3228435516357422,0.3528938293457031,0.01105659175664186,0.1110147461295128,0.06800314784049988,0.00432389928027987,3,87.4,1.5,0,1.4,0,5070
00420,West Virginia,Hampshire County School District,WV,54,5400420,2014-2018,3336,79.89084031342881,0.271945983171463,0.4180445671081543,0.28223034739494324,0.02597537077963352,0.17277726531028748,0.06324940174818039,0,3.2,93.4,0.3,0,0,0,3701
00450,West Virginia,Hancock County School District,WV,54,5400450,2014-2018,4267,89.29447852760735,0.17546361684799194,0.4107872545719147,0.2981027662754059,0.01291643735021352,0.11012060940265656,0.04734005033969879,0,1.5,89,0.6,0,1.1,0,3586
00480,West Virginia,Hardy County School District,WV,54,5400480,2014-2018,2077,88.76044703595724,0.1904076784849167,0.3739837408065796,0.2601120173931122,0.00326027884148061,0.1264529824256897,0.0356283113360405,0.01492537278681993,2.4,84.2,11.1,0,0,0,2058
00510,West Virginia,Harrison County School District,WV,54,5400510,2014-2018,10661,86.96433023300412,0.21825137734413147,0.29179897904396057,0.2879106104373932,0.01778684929013252,0.10596616566181184,0.10655660927295683,0.00347059383057057,1.7,92,0.7,0,0.3,0,10429
00540,West Virginia,Jackson County School District,WV,54,5400540,2014-2018,4684,93.24590163934427,0.2212989330291748,0.314766526222229,0.2571757733821869,0.01395598519593477,0.14312946796417236,0.06511528789997101,0.00170794187579303,0.1,94.3,0,1.4,0.2,0,3904
00570,West Virginia,Jefferson County School District,WV,54,5400570,2014-2018,9599,88.427396235822,0.0983862578868866,0.2615439295768738,0.29018741846084595,0.01732471957802772,0.08321502059698105,0.06333993375301361,9.375976515002548e-4,7.8,76.4,5,0,1.5,0,8023
00600,West Virginia,Kanawha County School District,WV,54,5400600,2014-2018,27429,81.71056898015904,0.2211807370185852,0.40856894850730896,0.27567124366760254,0.01140526495873928,0.12161404639482498,0.0703999400138855,0.00120310625061392,1.6,81.9,9.2,0.1,0.8,0,25906
00630,West Virginia,Lewis County School District,WV,54,5400630,2014-2018,2424,86.79793814432989,0.233492448925972,0.3909774422645569,0.3004871904850006,0.02052607573568821,0.13377255201339722,0.05816831812262535,0,2.6,95.7,1.1,0,0,0,2425
00660,West Virginia,Lincoln County School District,WV,54,5400660,2014-2018,3495,87.50031545741325,0.26350149512290955,0.24645891785621643,0.28013408184051514,0.0173879936337471,0.07896959781646729,0.15736766159534454,0,1.2,96,1.8,0,0,0,3170
00690,West Virginia,Logan County School District,WV,54,5400690,2014-2018,5054,89.07723898278313,0.2971324026584625,0.31389325857162476,0.28862494230270386,0.01390990987420082,0.08198598027229309,0.07459437847137451,0,0.9,96.3,0.6,1,0,0,6331
00720,West Virginia,Marion County School District,WV,54,5400720,2014-2018,7977,91.36535803151783,0.1996811032295227,0.31872686743736267,0.26819661259651184,0.01791474223136902,0.1082666665315628,0.07847561687231064,0,1.8,90.1,4,0.2,0.8,0,7234
00750,West Virginia,Marshall County School District,WV,54,5400750,2014-2018,4710,91.60008545182653,0.17502811551094055,0.29558494687080383,0.3005036413669586,0.0105461087077856,0.2037418782711029,0.06390658020973206,0,1.5,93.9,2.4,0,0,0,4681
00780,West Virginia,Mason County School District,WV,54,5400780,2014-2018,4160,90.12891821824181,0.2264741212129593,0.2765395939350128,0.2543624937534332,0.01668356545269489,0.1537363976240158,0.09375,0,0,97.3,0.8,0.3,0,0,4243
00810,West Virginia,McDowell County School District,WV,54,5400810,2014-2018,2816,84.7915398660986,0.3952813148498535,0.2997802197933197,0.2142324000597,0.01789651066064834,0.2801319360733032,0.09765625,0,0.5,89.6,5.6,0,0,0,3286
00840,West Virginia,Mercer County School District,WV,54,5400840,2014-2018,8862,87.3597554318157,0.3569646179676056,0.4510900676250458,0.32197704911231995,0.00896230246871709,0.15658651292324066,0.12638230621814728,0,3.4,84.8,8,0,0,0,9159
00870,West Virginia,Mineral County School District,WV,54,5400870,2014-2018,4144,95.2598840274117,0.18554094433784485,0.4411683678627014,0.2587624490261078,0.00464949943125247,0.13833634555339813,0.11920849233865738,0,5.1,88.8,3.6,0,0,0,3794
00900,West Virginia,Mingo County School District,WV,54,5400900,2014-2018,4000,93.54005655042413,0.344470351934433,0.31270071864128113,0.21337394416332245,0.01160415913909673,0.1601378321647644,0.07199999690055847,0,0,93.1,3.8,0,0,0,3183
00930,West Virginia,Monongalia School District,WV,54,5400930,2014-2018,11811,86.81730382293763,0.1307276487350464,0.27890485525131226,0.27290868759155273,0.0311920940876007,0.05437782779335975,0.06146812438964844,0.01185335684567689,3.4,82.4,3.1,0,4.1,0,9940
00960,West Virginia,Monroe County School District,WV,54,5400960,2014-2018,2054,93.19061757719714,0.20328031480312347,0.231714129447937,0.2634753882884979,0.00870473496615886,0.15811164677143097,0.07205452769994736,0,0,94.3,0.2,0,0,0,1684
00990,West Virginia,Morgan County School District,WV,54,5400990,2014-2018,2560,91.49183440941891,0.17331163585186005,0.14917825162410736,0.29776477813720703,0.0195367019623518,0.13353565335273743,0.02773437462747097,0.00390625,4.3,90.1,0.4,0.8,0,0,2633
01020,West Virginia,Nicholas County School District,WV,54,5401020,2014-2018,3802,91.10068762278979,0.23671752214431763,0.3826670646667481,0.30559539794921875,0.01823911443352699,0.15217815339565277,0.02866912074387073,0,0,96.3,1.8,0.1,0,0,4072
01050,West Virginia,Ohio County School District,WV,54,5401050,2014-2018,5866,95.39205490848586,0.1614779382944107,0.3889119625091553,0.3307350277900696,0.00904846936464309,0.187531054019928,0.02863961830735206,0,2.2,84,7.6,0.8,0.2,0,4808
01080,West Virginia,Pendleton County School District,WV,54,5401080,2014-2018,949,92.2293676312969,0.194708988070488,0.3217189311981201,0.1768270879983902,0.01268230844289064,0.21276596188545227,0.03688092902302742,0,3.8,88.7,3.8,0,0,0,933
01110,West Virginia,Pleasants County School District,WV,54,5401110,2014-2018,1083,93.300395256917,0.150390625,0.2900843918323517,0.22736285626888275,0.00731962360441684,0.2403913289308548,0.04247460886836052,0,1.5,97.5,0,0,0,0,1265
01140,West Virginia,Pocahontas County School District,WV,54,5401140,2014-2018,1077,83.1791958041958,0.24739336967468264,0.3415682017803192,0.30709341168403625,0.00782341416925191,0.1432432383298874,0.10584957897663116,0,0.4,98.6,0,0,0,0,1144
01170,West Virginia,Preston County School District,WV,54,5401170,2014-2018,4771,83.9007559131919,0.20680244266986847,0.2533892095088959,0.24025492370128632,0.01663571037352085,0.07937480509281158,0.06413749605417252,0.01739677228033542,2.8,94.2,0.4,1,0,0,4101
01200,West Virginia,Putnam County School District,WV,54,5401200,2014-2018,9692,93.05338427947598,0.1195368692278862,0.26340022683143616,0.28484871983528137,0.01107777561992406,0.15589265525341034,0.03435823321342468,0,1,94,1.9,0,0,0,9160
01230,West Virginia,Raleigh County School District,WV,54,5401230,2014-2018,11664,83.56047496318115,0.2213793694972992,0.3363201320171356,0.3308800458908081,0.01237186323851347,0.12615732848644257,0.08153292536735535,0.00445816200226545,2.3,86.3,6.4,0,0.4,0,10864
01260,West Virginia,Randolph County School District,WV,54,5401260,2014-2018,4020,88.88946147900026,0.2201511263847351,0.32541078329086304,0.25601905584335327,0.00941887311637401,0.11307678371667862,0.05049751326441765,0,1.8,93.2,3.5,0.5,0.9,0,3881
01290,West Virginia,Ritchie County School District,WV,54,5401290,2014-2018,1498,89.15608263198163,0.23865199089050293,0.330143541097641,0.2527531683444977,0.00839694682508707,0.19081272184848783,0.09345794469118118,0,0.7,98.2,0.3,0,0,0,1307
01320,West Virginia,Roane County School District,WV,54,5401320,2014-2018,2369,88.2738432483475,0.2835283577442169,0.26613757014274597,0.25827082991600037,0.01479133684188127,0.15124958753585815,0.09497678279876708,0,4,92.5,0,0,0,0,2118
01350,West Virginia,Summers County School District,WV,54,5401350,2014-2018,1742,81.84046961325967,0.3275434374809265,0.2891332507133484,0.27699530124664307,0.01767170615494251,0.3388540744781494,0.04879448935389519,0,2.1,91.3,1.2,0,0,0,1448
01380,West Virginia,Taylor County School District,WV,54,5401380,2014-2018,2538,88.23974609375,0.19928258657455444,0.29853323101997375,0.2699503004550934,0.00585497682914137,0.078985296189785,0.05673758685588837,0,3.3,91.4,0.4,0,1.6,0,2048
01410,West Virginia,Tucker County School District,WV,54,5401410,2014-2018,765,91.75260663507109,0.1966794431209564,0.23903177678585052,0.2321785539388657,0.00773445051163435,0.0596330277621746,0.0784313753247261,0,1.2,94.2,0.5,0,0,0,1055
01440,West Virginia,Tyler County School District,WV,54,5401440,2014-2018,1304,92.71058644325971,0.20722134411334991,0.301247775554657,0.22792735695838928,0.00454821111634373,0.14099660515785217,0.02760736271739006,0,0.3,95.9,0,0,0,0,1313
01470,West Virginia,Upshur County School District,WV,54,5401470,2014-2018,3622,87.84057126202273,0.2364518791437149,0.38004595041275024,0.25172412395477295,0.01642141118645668,0.17414036393165588,0.05273329466581344,0,1.1,96.7,1.7,0.4,0,0,3431
01500,West Virginia,Wayne County School District,WV,54,5401500,2014-2018,6439,85.66779793760605,0.2315254807472229,0.2947135865688324,0.26904693245887756,0.00759541755542159,0.20116211473941803,0.09892840683460236,0.00528032286092639,0.2,96.8,0.6,0,0.1,0,7661
01530,West Virginia,Webster County School District,WV,54,5401530,2014-2018,1276,93.19225449515906,0.33939874172210693,0.6150442361831665,0.20207427442073825,0.003935975022614,0.30912259221076965,0.05094043910503387,0,0,100,0.3,0,0,0,1446
01560,West Virginia,Wetzel County School District,WV,54,5401560,2014-2018,2393,93.20747467691233,0.2263300269842148,0.5214285850524902,0.26345351338386536,0.00899677444249391,0.17652611434459686,0.07271207869052887,0,0.8,90,3,0,1.8,0,2863
01590,West Virginia,Wirt County School District,WV,54,5401590,2014-2018,966,87.51059535822401,0.2457983195781708,0.3721488714218139,0.3043684661388397,0,0.13139259815216064,0.20807453989982605,0,2,92.1,4.9,0,0,0,991
01620,West Virginia,Wood County School District,WV,54,5401620,2014-2018,13101,87.55514261822913,0.1884959191083908,0.34286972880363464,0.3149886429309845,0.01177189219743013,0.11810628324747086,0.06877337396144867,0,1.7,92.6,1.9,0,0.4,0.1,10763
