leaid,grad_rate_midpt
0609620,77.1611854933056
0609640,95.17265929342229
0609665,75
0609690,81.04395604395604
0609810,85.43186288283226
0609850,92.19210601743353
0609870,94.01791135397693
0609940,84.59540750323416
0610050,95.85510563380282
0610260,93.82329934348373
0610350,87.2638944422231
0610620,92.16214549938347
0610770,76.06987028301887
0610860,94.2761787038672
0611040,84.57921102066375
0611110,88.24439180318511
0611280,80.21995926680245
0611460,94.61031205052842
0611520,90.45558530055976
0611700,77.22222222222221
0611730,91.52466367713004
0611780,94.25659472422062
0611820,82.17542043683562
0611870,82.86585365853658
0612070,92.97730596600938
0612120,83.09802878348542
0612180,89.10540772532188
0612210,95.40170940170941
0612330,88.82665261740645
0612630,84.49920508744037
0612840,91.94945848375451
0612910,82.40175284837862
0612930,92.75836120401338
0613360,80.93557839689839
0613470,83.34117647058824
0613530,77.21529806339933
0613800,89.04497716894977
0613840,94.39896193771627
0613890,88.65484546883185
0613920,88.40885212482358
0614070,81.33268197361993
0614190,86.58900106269925
0614250,95.32072923700203
0614400,90.9087083198446
0614430,93.76642790407973
0614550,83.20963554457808
0614760,90.86911432122409
0614820,91.76200178275818
0614880,90.58740237691
0614950,79.54699315808426
0615150,82.98561151079136
0615180,88.0720493203595
0615240,88.25330243337197
0615270,96.51447852760737
0616230,79.53849856429152
0616323,93.7919573245794
0616325,90.5487896181682
0616500,92.34919020420938
0616650,75
0616680,95.09275362318841
0616740,78.06020098153775
0616860,87.363309352518
0616920,82.80797087991681
0617040,15.353260869565219
0617220,95.07657657657657
0617430,93.42762284196547
0618060,89.68142928077613
0618210,92.55988857938719
0618390,80.46157390342795
0618930,87.66942675159235
0618990,89.07421503330161
0619110,84.20081967213113
0619260,88.95359887612594
0619320,83.89087656529517
0619490,90.25126065032168
0619540,86.57636730116822
0619620,83.81578947368422
0619650,83.12014591668628
0619700,84.06250623068489
0619830,88.9945205479452
0619950,87.39285714285715
0620070,62.56384505021521
0620130,96.67598641233342
0620220,85.91025641025641
0620370,94.6457627118644
0620640,85.47862474553268
0620670,90.876127480457
0621000,91.75128764731558
0621060,90.34312946783162
0621150,83.19909502262443
0621270,85.01877708233029
0621400,89.20205431264951
0621600,88.64844710947109
0621690,91.6644678546815
0621810,93.25332320546904
0621870,86.52968645763842
0621990,89.12359550561797
0622050,93.22194881889763
0622110,91.9486078085449
0622230,83.14176614041843
0622410,85.56118222891565
0622440,84.49275362318842
0622500,83.0789015786643
0622590,96.96902268760908
0622710,73.52560687250762
0622740,93.7180645691284
0622800,96.48382823711226
0622860,86.81399317406144
0622920,75
0623080,90.34285939843689
0623160,83.57185028993148
0623340,87.46594427244581
0623530,91.3392107472712
0623610,91.87233963663328
0623820,83.01384083044982
0623940,90.40010040160642
0624030,87.0774550484094
0624090,82.264062039854707
0624150,84.32249322493224
0624230,90.58007498660953
0624480,87.60746268656716
0624500,93.3674062334918
0624660,89.90083824254535
0624750,93.32923420905534
0625150,85.05329090173284
0625190,85.25658807212206
0625230,81.90605937372916
0625320,87.99306068212019
0625470,82.59221061562118
0625530,90.30877573131096
0625690,90.38452819495608
0625800,86.99219172787012
0625830,84.0264401440144
0625860,81.429908844543
0626100,70.85177539223783
0626310,92.18617541571568
0626370,81.72659271808969
0626490,85.96965784377018
0626640,87.35458841084308
0626760,86.09253417455311
0626880,87.8550805729633
0626910,82.99668691330757
0627030,53.75158786167961
0627060,86.1327293643946
0627200,95.57769161944528
0627240,90.05245270657603
0627590,83.46002855103498
0627690,91.49345989644836
0627720,89.14900340301409
0627780,95.29120879120879
0627850,95.9298245614035
0628050,66.68464973281604
0628250,85.50428622760639
0628270,87.20133388912046
0628650,92.8410981176912
0628710,95.38983050847457
0628950,67.59362549800797
0629130,83.96377716712465
0629190,75
0629270,81.9833242384361
0629370,91.19988770353734
0629490,87.50124018189334
0629550,89.57021538016767
0629610,93.99964012595592
0629640,83.28434917355372
0629700,97.60840944622727
0629820,83.6278872642509
0629850,85.38781137098307
0629910,89.33800773694391
0629940,81.17867582952972
0630030,85.50601595241314
0630210,88.58524438979404
0630230,33.15384615384615
0630250,87.32795264998654
0630330,96.08960720130933
0630360,93.58282950423217
0630600,86.10575733313924
0630660,93.13336890786198
0630750,92.61078798502112
0631170,85.26461723930079
0631230,83.71111111111111
0631320,82.5383871398079
0631400,80.72246696035242
0631530,93.71030563661496
0631620,83.51020408163265
0631710,87.09420046932618
0632010,86.60778145695363
0632040,86.73267326732673
0632070,89.3433742159722
0632270,88.2431470274119
0632370,85.13518192118846
0632550,78.56905003885933
0632610,85.1816120906801
0632880,95.65297598329272
0633110,88.88738559490649
0633150,89.36548819079155
0633630,88.66458080383549
0633720,75.37393162393161
0633750,85.54113467303209
0633840,80.0161001367215
0633860,91.86412063596131
0633980,82.39064014883526
0634140,88.94863464746686
0634170,86.65854295413004
0634320,85.35712679526412
0634380,93.33885524046369
0634410,83.29527665747398
0634425,77.3807165744247
0634440,87.76908785278245
0634590,86.54955897319914
0634620,83.15048325225554
0634680,87.03812080536912
0634710,86.7891472868217
0634740,93.94984488107549
0634800,93.2128356254093
0634860,94.88616891064872
0634880,93.75157216626617
0634980,88.94597878921786
0635070,76.19678217821782
0635110,77.3526390558409
0635130,96.82599421547361
0635250,92.83577235772358
0635310,87.91607165625399
0635430,82.92889397697641
0635600,87.94878563885955
0635670,87.86389997505613
0635700,90.45322540265376
0635830,79.50396544159833
0635850,93.40268006700168
0636270,88.94663848897108
0636390,71.74630570644239
0636450,80.29411764705883
0636600,89.22767260187206
0636670,88.97034596375619
0636780,71.30246913580247
0636800,87.87080262080262
0636805,90.07521058965102
0636820,90.97006414825374
0636840,84.6511945765677
0636940,87.01997950819671
0636970,87.12546425255339
0636972,76.86892818477084
0637050,89.82724364371106
0637200,84.75540801028058
0637260,88.89153889835322
0637500,92.50952068286277
0637530,85.35582884439475
0637590,86.37709923664123
0637620,83.58531855955678
0637630,75
0637830,90.14533762057879
0638010,77.06596036462395
0638070,75
