leaid,student_total,grad_rate_midpt
3405880,1999,88.62931465732866
3405940,1412,94.44192634560906
3405970,2027,96.07252096694623
3406000,1980,86.96161616161615
3406040,2697,95.63922877271042
3406060,11359,90.47196055990844
3406270,6714,89.48093535895146
3406300,2806,90.55167498218104
3406330,1923,89.30941237649506
3406360,1858,93.6345532831001
3406390,2161,95.9662193428968
3406540,13269,89.85500037681814
3406570,4544,88.42957746478874
3406660,4306,95.37645146307479
3406870,2769,92.88154568436258
3406930,1683,93.7124183006536
3406990,2065,88.59612590799031
3407050,600,88.14166666666667
3407140,2861,93.25515554002098
3407170,1574,92.1315120711563
3407230,6420,94.40420560747664
3407290,3018,85.7100728959576
3407350,1617,88.25726654298083
3407410,2776,95.51657060518733
3407440,1707,89.4223784417106
3407530,3357,94.99046767947571
3407570,6249,93.6082573211714
3407590,8702,93.09446104343829
3407680,5877,73.70580228007486
3407740,8921,91.37585472480663
3407800,2867,92.17579351238228
3407830,24868,74.62232588064983
3407860,1444,82.69113573407202
3407890,6176,89.02185880829015
3407920,1536,91.09895833333333
3407950,1370,85.74014598540145
3407980,5106,95.1159420289855
3408040,1835,95.28065395095368
3408060,1920,96.103125
3408100,4166,89.67138742198752
3408190,2932,91.58731241473397
3408220,4593,76.58589157413455
3408400,3551,93.65305547733033
3408490,19614,95.05174875089222
3408500,2310,90.33593073593073
3408520,2020,91.50643564356436
3408610,6268,87.07705807275048
3408640,2358,73.06276505513146
3408820,5069,95.18524363779838
3408850,3509,91.46366486178398
3408940,4964,89.58883964544722
3409090,3145,79.30365659777425
3409120,1553,86.34127495170637
3409210,2387,92.65354000837873
3409240,2366,95.30177514792899
3409270,9047,93.67536199845253
3409330,2691,95.1553325901152
3409360,3999,93.64666166541636
3409420,2998,92.09039359573049
3409450,3035,90.86227347611202
3409550,1723,92.77074869413813
3409630,1291,90.08288148721921
3409660,1822,87.52854006586169
3409750,3191,89.94233782513318
3409950,679,63.55228276877761
3409990,1871,93.96579369321219
3410020,2731,79.96045404613695
3410050,1929,91.30896837739762
3410080,5953,95.34453216865447
3410110,8348,93.20951126018208
3410140,818,94.12224938875306
3410200,3982,96.08412857860372
3410320,6699,86.3122854157337
3410440,3056,92.26407068062827
3410470,5904,87.75745257452574
3410500,5899,93.69520257670791
3410560,5960,90.22902684563759
3410590,4571,95.60183767228177
3410650,3474,95.56390328151986
3410710,3747,95.9025887376568
3410720,1989,95.44092508798391
3410740,8265,91.52958257713249
3410810,5733,84.57840572126287
3410980,4249,92.70604848199577
3411010,1949,94.25500256541815
3411160,5104,79.22217868338558
3411220,8046,70.84041759880687
3411280,1869,93.21722846441948
3411310,1791,93.74148520379676
3411340,38774,73.78555217413731
3411400,2334,89.13239074550128
3411430,1471,93.37933378653977
3411460,9824,82.00030537459284
3411490,5936,84.71647574123989
3411610,7714,96.04368680321494
3411640,3758,89.55135710484299
3411700,3728,94.06786480686695
3411730,3716,96.97120559741657
3411760,6330,96.99447077409162
3411880,3605,94.04909847434118
3411970,3555,94.72011251758087
3411980,1485,94.0006734006734
3412060,3814,91.30650235972732
3412260,2877,96.42857142857143
3412270,4410,88.48888888888888
3412360,1405,85.54946619217083
3412390,1088,85.20496323529412
3412420,3562,95.7007299270073
3412450,1044,94.16283524904215
3412480,6103,94.40160576765525
3412510,5621,97.05301547767301
3412540,13667,75.59669276359114
3412570,4235,89.72278630460448
3412600,3478,80.2211040828062
3412630,10592,97.70307779456193
3412690,23911,80.82213207310443
3412720,1328,78.86897590361446
3412810,3570,88.89075630252101
3412840,2131,70.33176912247771
3412870,5586,81.28786251342643
3412900,2085,95.1083932853717
3412930,8972,76.17331698617923
3412960,5195,88.41270452358036
3412990,2681,90.3509884371503
3413000,3490,89.13151862464183
3413050,7162,90.79754258586986
3413080,1236,92.28721682847896
3413110,1821,89.72981878088962
3413140,8693,74.99608880708617
3413200,3276,84.13186813186813
3413230,1489,93.03492276695769
3413290,2619,91.76021382206949
3413320,974,93.21047227926078
3413350,1905,94.74488188976379
3413410,4419,94.74134419551933
3413530,4046,84.82204646564509
3413560,6317,96.22922273230964
3413590,2426,95.20074196207749
3413620,6659,88.14521699954949
3413650,4495,96.54416017797553
3413680,2818,95.95848119233499
3413750,3600,93.08777777777777
3413770,1741,85.39919586444572
3413800,3190,91.43981191222571
3413830,4738,95.10932883073026
3414010,1547,81.5475113122172
3414280,3026,83.68605419695969
3414310,2080,92.81682692307692
3414340,4165,92.73685474189675
3414400,2477,96.53815098909972
3414460,2173,91.44270593649334
3414490,1581,91.79506641366224
3414550,1142,85.77495621716287
3414580,1802,94.48779134295228
3414640,5612,89.41268709907341
3414670,4296,95.18412476722533
3414850,1799,94.58421345191773
3414940,1745,95.31747851002865
3415060,1000,87.69800000000001
3415090,3453,92.77700550246162
3415120,949,88.02739726027397
3415210,8311,95.07857056912526
3415330,5823,89.20728147003263
3415360,3334,92.13767246550691
3415390,2097,86.24988078206962
3415450,3733,91.84462898473078
3415480,6273,91.77251713693607
3415510,3152,95.813769035533
3415540,2041,92.70112689857912
3415630,1776,91.74549549549549
3415900,3586,94.62158393753487
3415930,2101,96.02189433603047
3416080,4340,90.34700460829492
3416110,3288,95.44525547445255
3416230,15734,90.22753273166391
3416290,12906,67.08437935843794
3416380,14743,84.03832327206132
3416470,3069,86.84033887259693
3416500,7678,91.44620995050795
3416560,3664,94.94486899563319
3416710,3189,91.02602696770147
3416740,1667,94.99400119976005
3416800,10342,77.96209630632373
3416860,1222,93.64975450081833
3416870,2018,90.87561942517345
3416890,3434,95.54979615608619
3416920,1086,93.54788213627992
3416970,3784,91.598044397463
3417070,7119,92.6558505408063
3417100,2603,95.07414521705724
3417220,5934,96.56909336029659
3417280,7835,95.00357370772176
3417310,1131,90.4420866489832
3417430,2784,91.68103448275862
3417460,3038,95.14614878209349
3417500,4438,95.98332582244255
3417520,3502,93.71016561964592
3417550,7241,96.7237950559315
3417580,7705,79.28215444516547
3417610,7066,85.78516841211434
3417700,8439,96.29849508235573
3417760,5114,96.29448572545952
3417820,2324,94.93846815834767
3417920,1337,93.85564697083021
3417940,1083,74.83656509695291
3418000,3096,84.02487080103359
3418040,3530,97.5070821529745
3418060,4816,76.60527408637874
3418120,14005,90.99950017850767
3418150,1452,82.5736914600551
3418300,1373,89.46103423160962
3418330,1992,92.63403614457832
3500001,122,75
3500010,16297,82.37509971160337
3500011,293,9.74061433447099
3500013,6,24
3500014,45,54.6
3500015,54,24
3500030,5437,70.31745447857274
3500060,113124,65.25803543014744
3500090,192,79.6875
3500108,182,94.6868131868132
3500109,222,69.48198198198199
3500110,372,20.024193548387096
3500111,115,46.165217391304346
3500112,459,65.96949891067538
3500116,314,66.73248407643311
3500117,374,31.545454545454547
3500118,128,82.734375
3500119,252,92.51984126984127
3500120,3556,75.47862767154106
3500122,84,71.78571428571428
3500124,233,71.16309012875537
3500125,267,82.85393258426967
3500126,241,78.53526970954357
3500128,237,22.894514767932492
3500129,146,26.054794520547944
3500130,153,89.41176470588236
3500131,487,75.14168377823407
3500137,320,60.559375
3500138,107,77.49532710280373
3500142,174,33.32183908045977
3500148,436,83.38990825688074
3500150,3295,70.42124430955994
3500151,220,80.00454545454545
3500152,70,87
3500153,229,79.51965065502183
3500156,600,38.343333333333334
3500158,103,75
3500160,1391,39.8195542774982
3500161,69,70.04347826086956
3500162,131,41.221374045801525
3500167,280,63.16785714285714
3500168,252,40.30952380952381
3500169,118,8.194915254237287
3500170,351,75.6096866096866
3500173,292,81.45547945205479
3500180,5077,69.93736458538507
3500210,4162,62.80129745314753
3500240,4045,70.09666254635353
3500270,512,81.517578125
3500300,6029,68.24431912423287
3500330,137,75
3500390,8579,66.38186268795897
3500420,489,74.85276073619632
3500480,499,75.12024048096193
3500510,455,66.84175824175824
3500540,346,89.04046242774565
3500570,8027,75.14177152111623
3500600,1491,89.08651911468813
3500630,64,75
3500660,1189,69.5416316232128
3500690,7173,69.04739997211766
3500720,40,75
3500750,1203,74.47049044056524
3500790,243,81.4074074074074
3500810,875,76.78742857142858
3500840,106,75
3500900,4880,65.13709016393443
3500930,955,79.0869109947644
3500960,739,79.58322056833559
3500990,11904,69.88558467741935
3501020,242,78.34710743801652
3501050,306,79.1437908496732
3501080,18919,82.73613827369311
3501110,17883,69.34255997315886
3501140,106,77.54716981132076
3501170,5198,62.06079261254328
3501200,560,76.34642857142858
3501230,1971,72.41349568746828
3501260,8557,84.44875540493163
3501290,183,77.62295081967213
3501320,170,52.241176470588236
3501350,456,81.1907894736842
3501380,262,70.30534351145037
3501410,382,75.22513089005236
3501470,124,61.427419354838705
3501500,26629,79.8050245972436
3501530,1771,69.29023150762282
3501560,2608,70.74194785276075
3501590,385,64.0935064935065
3501620,467,69.60385438972163
3501650,3212,85.7338107098381
3501680,9415,74.95347849176845
3501710,783,83.89655172413792
3501740,3617,77.10782416367155
3501770,485,81.2701030927835
3501800,72,75
3501830,116,77.06896551724138
3501860,618,81.56957928802589
3501890,2917,71.45389098388755
3501920,14,75
3501950,374,75.24064171122996
3501980,537,80.61824953445065
3502010,854,73.50702576112413
3502040,539,78.98330241187384
3502070,2689,76.48047601338787
3502100,2721,72.85226019845645
3502130,153,74.33333333333333
3502160,494,76.83400809716598
3502190,1002,70.03692614770459
3502220,129,74.60465116279069
3502250,11162,67.03135638774414
3502310,2138,78.94387277829748
3502340,63,75
3502370,14482,69.38931086866455
3502400,751,88.97203728362183
3502430,2863,80.00523925951799
3502460,2008,66.3859561752988
3502490,174,78.01724137931035
3502520,3491,66.89143511887711
3502550,361,80.92520775623268
3502580,521,84.68330134357005
3502610,1540,76.47987012987014
3502640,1080,75.87685185185185
3502670,1093,69.53430924062214
3502730,34,75
3502800,1623,65.24953789279112
3600001,985,81.62842639593909
3600002,962,90.7900207900208
3600003,675,77.84296296296296
3600004,2946,81.94161575016972
3600005,1716,86.39044289044288
3600006,512,90.46875
3600007,596,85.80704697986577
3600008,4652,79.55116079105761
3600009,1489,86.1537944929483
3600010,1826,75.4118291347207
3600011,1346,86.64784546805349
3600012,799,85.41301627033792
3600013,2308,71.9159445407279
3600014,1893,80.35974643423138
3600015,1051,85.9628924833492
3600016,3142,88.31063017186506
3600017,609,83.44663382594416
3600018,1092,82.72252747252747
3600019,857,78.15635939323221
3600020,902,90.5310421286031
3600021,1451,89.70227429359062
3600023,1146,87.4458987783595
3600024,1039,77.40808469682388
3600025,1736,95.11578341013825
3600038,1064,90.8251879699248
3600042,970,86.54948453608247
3600053,3019,16.241801921165948
3600054,922,93.74620390455532
3600059,651,84.12135176651306
3600067,805,91.42981366459628
3600076,15918,55.73752984043222
3600077,130432,73.04335592492639
3600078,32102,72.53096380287832
3600079,14126,80.84595780829676
3600080,541,90.83179297597043
3600081,14951,63.01545047154036
3600082,658,90.75531914893618
3600083,21356,63.02266342011613
3600084,28931,56.25578099616328
3600085,32259,49.90548374097151
3600086,35212,63.819067363398844
3600087,63100,66.04889064976228
3600088,34451,66.26582682650721
3600090,27212,54.64287814199618
3600091,40331,81.83593265726117
3600092,21594,64.95859961100305
3600094,8426,50.948374080227865
3600095,29866,70.48195272215898
3600096,18211,60.78276865630663
3600097,11143,59.53253163420982
3600098,52081,71.43655075747394
3600099,50573,84.40996183734404
3600100,53815,79.87639134070427
3600101,16287,67.97003745318352
3600102,36951,73.21330951801033
3600103,63049,76.00702628114641
3600104,682,89.12316715542522
3600105,738,89.27777777777777
3600106,941,89.6556854410202
3600108,523,94.81261950286807
3600109,878,65.44646924829158
3600111,606,75.27557755775578
3600114,16,75
3600115,3210,80.92056074766356
3600119,26702,72.86296906598757
3600120,20921,64.13503178624349
3600121,8927,43.2729920466002
3600122,39179,66.73212690471937
3600123,41225,63.49756215888417
3600124,1015,86.89458128078817
3600125,3561,94.33108677337826
3600132,860,73.75116279069768
3600140,155,90
3600141,568,92.06866197183098
3600143,828,89.23429951690822
3600145,288,82.95138888888889
3600147,439,86.12756264236901
3600148,357,86.66386554621849
3600149,143,72.81818181818181
3600150,948,79.62025316455696
3600151,47389,69.92131085272953
3600152,42813,72.364492093523
3600153,34455,77.96998984182267
3600158,1048,75.47709923664122
3600163,855,92.7953216374269
3600165,946,90.33403805496829
3600166,291,92.69759450171821
3600167,1191,91.90092359361881
3600169,44,86.5909090909091
3600170,495,80.3979797979798
3600172,306,90
3600173,73,77.34246575342465
3600944,174,90.77011494252875
3600945,834,84.19424460431655
3600948,1329,83.39578630549286
3600950,643,93.63141524105754
3600959,1420,87.55492957746479
3600963,1324,94.23111782477342
3600965,62,87.09677419354838
3600984,28,75
3600990,493,64.05070993914808
3600991,758,86.82981530343008
3600993,166,95.75903614457832
3600996,186,82.5
3600998,415,80.33253012048192
3601000,560,91.28392857142856
3601004,472,87.15254237288136
3601005,271,82.81549815498155
3601006,956,72.40167364016736
3601008,708,93.67514124293785
3601010,361,72.73684210526315
3601022,1593,81.56371625863152
3601024,253,95.34782608695652
3601027,440,84.92727272727271
3601036,1723,53.595473012188044
3601041,1285,85.24124513618676
3601043,1141,52.96319018404908
3601047,1166,88.9271012006861
3601057,908,18.341409691629956
3601061,1784,17.33744394618834
3601065,1279,17.1391712275215
3601067,1373,9.194464675892208
3601072,1140,95.16842105263157
3601073,922,76.86984815618221
3601080,153,91.99346405228758
3601081,164,74.06707317073172
3601084,137,85.18248175182481
3601087,2248,77.71174377224199
3601088,557,92.70915619389586
3601093,706,89.79603399433427
3601103,557,81.80610412926391
3601104,338,29.2603550295858
3601107,751,72.51531291611185
3601117,146,59.39041095890411
3601130,370,22.32162162162162
3602340,2036,88.03929273084479
3602370,1161,81.37209302325581
3602400,592,81.41385135135135
3602430,1392,67.85704022988506
3602460,9047,56.641759699347844
3602520,1916,85.45198329853862
3602550,1827,90.36179529282977
3602580,835,87.6
3602670,575,89.72173913043478
3602700,579,92.20034542314335
3602730,1822,86.12568605927552
3602820,1387,77.3886085075703
3602920,2504,89.73921725239617
3602940,3712,74.37904094827586
3602970,3783,64.6071900607983
3603000,114,72.3157894736842
3603030,348,80.45689655172413
3603060,360,83.58333333333333
3603180,1780,92.79044943820224
3603210,561,86.14438502673796
3603240,429,88.3962703962704
3603270,9778,86.13622417672325
3603420,1477,89.5673662830061
3603480,4486,71.74520731163621
3603630,384,90.49479166666667
3603660,873,91.1569301260023
3603720,1612,91.33870967741936
3603810,841,91.37336504161712
3603840,4924,89.53269699431357
3603870,5513,89.61853800108834
3603930,3954,84.42033383915023
3603960,856,91.76985981308411
3603990,2345,84.84008528784648
3604050,1592,85.19786432160804
3604080,6216,85.27927927927928
3604110,2164,95.09334565619223
3604140,3051,79.21501147164864
3604200,849,92.83510011778564
3604290,2006,81.54336989032902
3604350,267,79.58426966292134
3604370,413,84.81598062953995
3604530,696,92.20977011494253
3604590,69,24
3604620,774,77.5452196382429
3604650,875,84.39657142857143
3604710,4412,91.3064369900272
3604740,2767,95.66931694976509
3604757,438,85.3675799086758
3604758,30,24.000000000000004
3604870,6257,60.67508390602525
3604920,965,89.41554404145079
3605010,201,85.67164179104478
3605040,1350,85.34962962962963
3605220,280,75.05357142857143
3605280,21479,71.92778993435448
3605310,3520,87.33835227272728
3605340,1499,94.64909939959973
3605370,89,80.39325842696628
3605460,3227,93.45026340254105
3605520,1166,85.43396226415095
3605580,3840,85.25234375
3605610,585,77.54700854700855
3605640,1202,95.93843594009984
3605670,199,85.77889447236181
3605820,817,83.13953488372093
3605850,36360,59.695462046204625
3605940,3044,95.30190538764782
3606060,2309,96.64053702901688
3606090,1055,90.29668246445497
3606160,1429,78.93072078376487
3606180,838,89.21479713603819
3606210,931,86.6734693877551
3606240,2227,86.49663224068253
3606300,997,80.20361083249749
3606330,3561,87.80174108396518
3606360,257,81.852140077821
3606390,1531,78.39973873285435
3606420,800,81.91125
3606470,1265,76.20869565217392
3606500,1567,91.87938736439055
3606540,1292,92.27476780185758
3606570,4316,87.20227062094533
3606630,2802,84.14311206281228
3606660,1079,82.8498609823911
3606690,912,90.77741228070175
3606720,1597,81.8991859737007
3606780,1456,94.61813186813187
3606840,1730,90.0849710982659
3606870,6691,76.3968016738903
3606900,3999,81.15203800950238
3606990,3549,95.81825866441251
3607020,3074,92.01528952504879
3607050,359,73.07799442896936
3607080,544,88.51838235294117
3607110,1252,86.02316293929712
3607170,421,89.05938242280286
3607230,2551,81.98471187769502
3607260,1484,90.58827493261455
3607290,1739,85.56124209315699
3607320,1663,92.26879134095009
3607380,1249,85.95436349079264
3607470,2071,86.72477064220183
3607530,3805,90.54586070959265
3607560,565,84.41769911504424
3607590,4364,92.07103574702109
3607650,1053,89.26495726495726
3607680,1233,88.86780210867802
3607710,260,84.3576923076923
3607770,1101,94.25522252497728
3607860,850,81.03529411764706
3607890,386,91.28238341968911
3607980,1883,73.86510886882634
3608010,1690,96.22781065088759
3608100,246,88.35365853658537
3608130,6824,96.06447831184056
3608160,6147,91.19115015454693
3608250,863,85.62224797219004
3608280,386,87.25129533678756
3608310,6101,84.91296508769055
3608340,864,93.19675925925927
3608370,1206,76.51077943615257
3608400,5194,78.0196380438968
3608430,3207,92.78328656064858
3608460,2579,72.63125242341994
3608470,571,9.760070052539405
3608490,1417,85.33521524347213
3608580,1438,94.18219749652295
3608610,254,86.51574803149607
3608790,1584,81.1496212121212
3608850,435,78.82988505747127
3608880,4535,88.43020948180816
3608910,738,85.21544715447155
3608970,2519,84.87931718936086
3609030,1845,89.88130081300812
3609060,555,88.17477477477478
3609090,2689,90.42952770546671
3609120,1250,93.1096
3609210,1512,80.31150793650794
3609240,308,85.92207792207793
3609330,1523,75.04924491135915
3609360,715,89.95664335664335
3609390,834,74.46762589928058
3609420,2245,69.90200445434299
3609540,1740,94.94655172413793
3609630,3936,90.83587398373983
3609660,2832,79.67408192090394
3609690,3413,87.62789334895986
3609720,3903,91.46810146041506
3609840,7005,94.57830121341898
3609930,1037,78.42526518804243
3609960,1082,88.68576709796673
3609990,3480,86.30747126436782
3610050,1666,94.91476590636255
3610080,2372,94.06871838111299
3610140,274,21.824817518248175
3610170,1471,92.35622025832765
3610200,1661,94.81757977122214
3610260,486,78.58024691358025
3610380,377,89.6684350132626
3610410,604,86.06953642384106
3610440,328,84.48170731707317
3610500,1914,72.3098223615465
3610530,553,90.77034358047015
3610560,6126,61.83741429970617
3610590,1006,74.86182902584493
3610650,998,84.43887775551102
3610680,2358,93.69592875318065
3610710,4156,80.81833493743984
3610860,727,91.68225584594222
3610890,6118,93.01487414187643
3610920,1161,86.26184323858742
3610950,1401,65.8429693076374
3610980,5975,88.6597489539749
3611070,662,88.58157099697885
3611100,77,75
3611190,1455,87.1786941580756
3611250,585,88.44444444444444
3611280,413,75.64891041162227
3611310,395,66.9873417721519
3611370,748,81.38903743315508
3611400,1081,78.39962997224791
3611430,313,86.69329073482429
3611490,754,90.6949602122016
3611520,1401,89.70592433975732
3611550,7553,78.20826161790018
3611610,847,84.65289256198346
3611640,396,82.69949494949495
3611670,4940,87
3611700,3809,72.76319243896036
3611730,896,88.03236607142857
3611740,929,92.09257265877288
3611760,3133,95.3185445260134
3611880,4632,82.27892918825562
3611910,1323,88.78533635676493
3611940,821,91.22533495736906
3611970,2362,78.29805249788315
3612030,449,84.10690423162583
3612120,360,87.52222222222223
3612180,3442,72.79750145264381
3612240,2116,75.56285444234405
3612270,3266,59.77464788732394
3612300,1376,85.01526162790698
3612330,2880,87.80868055555555
3612360,1684,71.89845605700714
3612390,1326,81.5550527903469
3612400,161,37.93788819875777
3612450,1284,71.69392523364486
3612510,6946,92.65131010653613
3612630,12186,87.6398325947809
3612660,205,64.27804878048781
3612720,1727,85.9090909090909
3612750,1085,86.80645161290323
3612840,742,72.68463611859838
3612870,1228,86.97964169381108
3612900,1046,84.26673040152964
3612990,1870,89.96470588235294
3613020,828,73.48067632850241
3613080,4839,91.31142798098782
3613110,870,79.47701149425288
3613230,828,94.82487922705315
3613290,9952,93.63605305466238
3613350,3352,90.55280429594272
3613380,495,90.97979797979798
3613440,263,79.06083650190114
3613470,490,84.2061224489796
3613530,2186,88.19304666056725
3613560,478,86.26359832635983
3613590,1460,69.23835616438356
3613620,3237,95.27988878591287
3613710,941,81.04569606801276
3613740,3027,96.19061777337298
3613770,419,77.90930787589498
3613830,464,80.15732758620689
3613950,1359,93.20456217807211
3613980,3774,94.08956014838368
3614010,8716,80.7409362092703
3614070,357,16.431372549019606
3614130,7659,45.98864081472777
3614190,2345,90.87633262260127
3614220,1136,77.51496478873239
3614250,405,73.22962962962963
3614280,3851,95.75123344585822
3614310,514,79.42607003891051
3614340,5521,87.2675239992755
3614400,1893,86.00211304807183
3614430,1289,88.13576415826222
3614460,4186,92.96918299092212
3614490,347,79.30547550432277
3614550,905,87.21436464088397
3614580,1523,92.61195009848983
3614610,1198,85.96327212020033
3614640,2143,88.02659822678488
3614670,658,83.53799392097264
3614700,2217,95.58231844835362
3614730,1157,87.54364736387208
3614760,1182,85.41624365482234
3614820,1747,79.81740125930166
3614850,3726,82.82232957595276
3614880,466,88.96351931330472
3614940,2179,71.90959155575952
3614970,2125,73.13411764705882
3615030,187,36.54545454545455
3615060,344,85.29069767441861
3615090,4305,86.4766550522648
3615180,4197,74.82368358351204
3615210,1867,82.83556507766471
3615270,101,79.9009900990099
3615300,2662,87.92374154770849
3615360,2415,94.2567287784679
3615390,3511,93.51011107946454
3615450,1504,93.15558510638297
3615510,2327,94.52814782982381
3615540,3173,93.26977623699969
3615570,4843,85.58083832335329
3615630,4927,71.55774304850821
3615720,332,75.57530120481928
3615780,3743,86.61528185947101
3615810,3299,96.46832373446499
3615870,316,82.40189873417722
3615900,2725,80.03926605504587
3615980,1952,74.26536885245902
3615990,1273,82.42890809112333
3616080,3180,95.62106918238995
3616140,129,78.95348837209302
3616170,1269,79.42553191489361
3616200,818,89.59290953545232
3616230,7748,84.71515229736707
3616260,3626,92.6296194153337
3616290,6990,75.68869814020029
3616380,544,84.17095588235294
3616410,853,85.59202813599062
3616440,2098,65.25595805529075
3616470,943,88.13467656415695
3616500,625,92.5504
3616560,2675,87.35065420560748
3616620,5908,93.5944482058226
3616680,5951,95.27928079314401
3616710,1012,92.41304347826087
3616740,2515,75.92166998011928
3616800,352,85.9346590909091
3616830,3479,78.95171026156942
3616950,1204,90.86627906976744
3616960,492,79.26626016260163
3616980,1339,84.46751306945482
3617130,864,89.38078703703704
3617160,7064,92.58550396375992
3617190,2254,90.28083407275955
3617220,1534,66.25619295958279
3617380,7025,86.5911743772242
3617430,450,90.52666666666667
3617460,1181,77.18289585097375
3617520,7272,83.55046754675467
3617580,530,78.34905660377358
3617640,1702,86.42538190364277
3617670,5057,85.41111330828554
3617700,2173,95.52001840773124
3617730,4206,90.4852591535901
3617760,33,75
3617820,1282,87.48283931357254
3617880,298,87.16442953020135
3617910,2593,93.09409949865021
3617970,683,88.73352855051245
3618030,872,81.02408256880734
3618080,494,78.7327935222672
3618090,665,88.68270676691729
3618120,4677,90.29933718195424
3618150,2403,88.9712858926342
3618180,2457,78.67765567765568
3618210,1838,89.2442872687704
3618240,4340,90.95506912442396
3618270,2928,95.26844262295083
3618330,4151,94.76391231028668
3618450,820,87.72560975609757
3618480,1713,91.4179801517805
3618510,416,80.17548076923077
3618540,756,86.96164021164022
3618570,2037,87.43642611683849
3618600,2260,78.30176991150442
3618630,6823,96.31672284918658
3618660,2989,78.72298427567749
3618690,9429,76.31371301304486
3618750,956,86.57008368200836
3618840,527,90
3618900,1248,83.28125
3618960,1725,79.39072463768116
3619020,10672,94.36394302848575
3619170,2347,83.982104814657
3619200,9828,88.55453805453806
3619230,9250,82.68032432432433
3619260,941,81.02231668437832
3619320,7864,79.67115971515769
3619350,419,83.29594272076372
3619380,1138,87.53339191564149
3619410,2703,93.25268220495745
3619500,2354,94.06457094307562
3619530,93,75
3619560,4086,88.89745472344592
3619650,6754,91.70521172638436
3619680,4830,85.2784679089027
3619740,3273,77.14573785517874
3619800,922,79.70498915401302
3619830,711,82.81434599156118
3619860,430,70.6093023255814
3619890,313,82.76996805111821
3619920,715,80.72587412587413
3619950,4140,83.7219806763285
3620010,533,69.26078799249531
3620040,2264,94.02429328621908
3620100,8183,63.4640107540022
3620160,1703,94.25954198473283
3620190,2116,91.62240075614366
3620220,748,88.26069518716578
3620340,8607,93.69873358893923
3620370,2363,95.16462124418112
3620430,467,86.87580299785867
3620460,2236,91.37075134168157
3620490,11014,80.00526602505902
3620610,506,86.94664031620553
3620640,2219,83.34880576836413
3620670,1280,84.4734375
3620700,11393,73.14210480119371
3620730,70,75
3620760,1784,89.04764573991031
3620790,723,90.41770401106501
3620820,7324,64.86810486073183
3620850,3941,86.92362344582592
3620880,3781,93.11187516530019
3620910,4989,88.00280617358187
3620970,622,90.34083601286174
3621000,5815,91.61908856405847
3621180,1000,92.963
3621210,8820,85.19920634920635
3621240,3832,77.93423799582463
3621250,1416,83.12358757062147
3621260,797,79.92346298619825
3621270,5886,93.19996602106693
3621300,553,81.78119349005425
3621330,2051,76.36274987810825
3621360,871,78.13892078071181
3621450,779,87.36200256739409
3621480,2947,80.46759416355616
3621510,774,80.09302325581396
3621570,5287,91.89332324569699
3621630,750,88.34533333333334
3621660,1480,78.38918918918918
3621720,2096,76.78864503816794
3621780,1773,80.32825719120135
3621810,874,85.68993135011442
3621840,1530,84.26274509803922
3621900,4424,92.38381555153707
3621960,562,91.0693950177936
3622020,4458,73.128532974428
3622050,3915,71.29629629629629
3622100,366,81.30601092896174
3622140,872,76.78325688073394
3622170,2098,83.43326978074356
3622200,193,82.70984455958548
3622260,866,83.05889145496536
3622290,1469,88.78965282505105
3622380,1910,85.5282722513089
3622410,560,92.20535714285715
3622440,466,85.51287553648069
3622470,8650,83.54936416184971
3622500,779,89.99358151476252
3622530,1185,90.18818565400844
3622560,2293,92.88268643698211
3622650,3371,65.37377632749926
3622680,2381,94.07055858882822
3622710,4060,94.41354679802956
3622740,1841,79.79033134166214
3622770,795,83.29685534591195
3622830,1966,78.75228891149543
3622890,1573,85.00381436745073
3622920,1988,83.12877263581488
3623010,6034,86.32615180643023
3623040,937,76.77694770544291
3623070,636,82.40094339622641
3623160,5321,94.96015786506295
3623190,2944,93.91677989130434
3623220,4409,95.33476978906782
3623280,1896,79.2120253164557
3623310,1595,92.74231974921629
3623370,630,84.0984126984127
3623430,1010,82.29405940594059
3623460,4685,80.01237993596584
3623490,995,94.76683417085428
3623520,3018,78.07422133863486
3623580,4675,91.34032085561498
3623640,843,91.29893238434164
3623670,1119,89.11974977658623
3623760,4414,58.58382419574083
3623790,389,90.77120822622108
3623880,1070,85.84205607476636
3624000,1780,91.13033707865169
3624030,3496,86.01058352402745
3624090,917,88.75790621592148
3624150,1819,82.69378779549203
3624210,931,80.20730397422126
3624240,1990,84.38793969849246
3624270,808,81.51361386138613
3624360,450,91.34444444444445
3624450,903,79.83720930232559
3624480,1062,89.50094161958569
3624570,452,81.47123893805309
3624630,1254,95.9505582137161
3624690,5409,72.12479201331115
3624750,33342,51.169605902465364
3624780,3173,95.08855972265994
3624840,3247,93.49029873729597
3624900,5281,75.99128952849838
3624930,421,78.20427553444179
3624960,2176,85.45220588235294
3624990,3536,69.6179298642534
3625020,243,85.4320987654321
3625050,2850,95.13052631578948
3625110,357,82.66946778711485
3625140,1384,88.37716763005781
3625170,5296,88.61555891238672
3625260,2576,95.4514751552795
3625290,1302,93.39554531490016
3625320,703,90.59032716927453
3625350,13796,90.64743403885184
3625380,799,89.24906132665832
3625440,1170,66.95726495726495
3625470,530,79.64528301886793
3625500,1544,75.57836787564767
3625650,849,90.71142520612486
3625740,1327,85.5885455915599
3625770,6184,88.54948253557568
3625800,3129,74.83764781080218
3625920,2803,95.26864074206208
3625950,4046,96.46045477014334
3625980,1793,87.16062465142221
3626010,10814,59.5395783243943
