leaid,state,region,dist,children,pct_pov,pct_SP,SP_MOE,pct_HHVJ,HHVJ_MOE,pct_CC,CC_MOE,pct_NCI,nci_MOE,pct_CD,CD_MOE,pct_CLI,CLI_MOE
0100420,Alabama,South,Blount County School District,8897,15.21470993757248,29.8534095287323,6,26.388520002365112,2.5,1.5712251886725426,0.5,18.26784908771515,5,3.2595258206129074,1,2.5626616552472115,1.5
0100450,Alabama,South,Brewton City School District,806,34.97706353664398,47.72727191448212,15,26.670119166374207,7.5,0.555812893435359,1,29.290205240249634,14.5,6.451612710952759,4.5,0,2
0100480,Alabama,South,Bullock County School District,1554,65.38711786270142,70.17804384231567,7,19.720812141895294,5,0,0.5,40.09302258491516,15,8.043757826089859,5,0,1
0100510,Alabama,South,Butler County School District,3361,34.70389544963837,47.48939275741577,7.5,27.977171540260315,4,1.774001121520996,1,33.24573040008545,6.5,4.9985121935606,2,0,0.5
0100540,Alabama,South,Calhoun County School District,9446,18.748658895492554,31.073233485221863,5,26.475265622138977,2.5,2.043095789849758,1,13.825145363807678,4,9.866610169410706,3,0,0.5
0100600,Alabama,South,Chambers County School District,4227,26.70702040195465,49.25162494182587,7.5,22.757530212402344,3,2.3427411913871765,1,21.41498029232025,5.5,3.028152324259281,2,0,0.5
0100630,Alabama,South,Cherokee County School District,4082,21.93446159362793,25.925925374031067,7,18.75573694705963,2.5,1.4614368788897991,0.5,14.585697650909424,4.5,7.98628106713295,4,0,0.5
0100660,Alabama,South,Chilton County School District,7880,22.290942072868347,36.516690254211426,7,27.485713362693787,2.5,2.7043161913752556,1,25.821906328201294,6,6.52284249663353,3.5,0.8121827617287636,1
0100690,Alabama,South,Choctaw County School District,1979,28.827878832817078,49.88385736942291,8,23.03001880645752,4,1.3644860126078129,1,26.68931782245636,8.5,9.954522550106049,5,0,1
0100720,Alabama,South,Clarke County School District,3174,32.525596022605896,37.9700630903244,8,21.937072277069092,3,2.1817676723003387,1,38.62198293209076,9.5,5.356017500162125,2.5,0,0.5
0100750,Alabama,South,Clay County School District,2149,24.637681245803833,22.776348888874054,7,20.624323189258575,3.5,0.9167303331196308,1,19.97162103652954,8,6.561191380023956,5.5,0,1
0100780,Alabama,South,Cleburne County School District,2593,22.45728224515915,26.815101504325867,8,24.881082773208618,4,0.8775071240961552,1,28.939661383628845,8,6.363286077976227,2.5,1.5426147729158401,2
0100810,Alabama,South,Coffee County School District,3280,20.270270109176636,26.080986857414246,5,23.248054087162018,2,1.7203714698553085,0.5,13.519923388957977,3.5,8.231707662343979,2,1.0365854017436504,1.5
0100840,Alabama,South,Colbert County School District,3320,19.597847759723663,32.43243098258972,6.5,24.63609427213669,3,0.8494208566844463,1,29.334211349487305,8,6.144578382372856,2.5,0,0.5
