leaid
1703300
401870
405820
601432
601436
606450
630030
691028
691044
1100030
1100099
1200300
1201470
1201200
1700162
1800159
2100360
2101530
2102990
2200247
2200264
2600232
2700025
2624690
2630120
2632310
2721240
2791443
2733540
2791451
3400769
3418040
4900120
4900030
2733270
5900135
5900196
5900166
5900034
400463
4800207
3900250
3900342
3900348
2900022
5900116
5302310
400752
102700
624750
200180
200510
102430
400720
4700148
1200180
400920
2919350
400939
5900164
4704020
4704080
4700570
2923400
2923780
610710
609620
2101680
400197
1811600
2601058
1201530
200700
4800202
400266
400794
2700046
2700073
409731
400823
607260
691023
4800030
3407830
3500142
4800053
4800071
4800105
4800232
4800292
4801421
600100
3303289
4808340
4819650
613170
616230
616920
602630
620070
622710
3700053
4817610
3700361
4819700
609850
3702760
4823640
4823910
3700062
4831260
4832940
4834320
4836970
4209932
4839480
4840710
2509150
4501600
4216050
4845780
5602830
626760
627750
627030
624690
5400780
5500035
634320
5502130
5300005
5300339
5301410
5300660
5301230
5302670
5303150
5304470
5304920
5305250
5305640
5307710
5308460
5309780
4800266
4801425
4704530
4800125
803060
4900142
4900186
1200540
4900420
800020
800282
4828550
800286
802910
4901200
613360
4501110
4503901
4833120
4200886
4208060
4842030
803630
804410
804530
1300120
1601050
804800
807350
900060
1709930
4218450
4108100
4900124
4900540
4000789
4008070
3901574
3904378
3905106
3910000
3600098
1713940
4820340
4826130
3604590
3200001
3200480
3500168
3500170
4827030
4831470
1708400
2012090
2101860
1200780
1200960
1201380
4844710
3100016
5300380
3700398
3701800
2504410
1201920
1300235
1301020
5513500
1302550
1302820
1304380
101020
601409
3704830
2800189
619540
627780
2800191
2600068
1600007
1600600
1700186
1700174
1700182
1700191
2908370
2700017
903450
1700195
1701417
1701418
1743963
1800163
1800165
1800166
1800169
2104770
2200186
2200197
2200198
2105730
2700224
1201230
1201410
1201260
2704050
2718330
1201500
2200237
1600960
2400420
2627150
2723850
5516290
2721420
2730060
2703450
639630
4007170
3703270
3704950
4502820
5500060
5400600
5309660
5303440
5303540
3904865
4501170
4900196
5302850
629850
3802170
4837140
1602130
2200261
1602190
2502790
2504830
2506660
4823760
1803450
4703480
4831760
2601101
2601097
100720
103180
2104800
2200450
5101920
200240
2928500
4011430
400057
2602190
2603900
2605430
2607140
2608770
2610080
2611140
2611600
2314768
632550
639930
400120
400615
1201440
2802730
601438
2618030
1304890
2680980
2619620
400831
402480
403400
406330
1811400
400019
684500
612180
1918180
3500180
5300480
609070
5302700
2313980
2314821
5304650
5300014
1733240
4810440
4836540
5305400
4033602
3904690
640740
4033601
3613830
4900570
3305280
904830
5513950
3500060
507840
2912630
4801432
5400840
3407570
4500810
2200330
2632340
3180080
3905013
4829460
4808130
5103240
1201710
2700341
638640
4840410
2606090
625190
2910520
1500030
5508520
2201560
628250
615270
631320
633980
2201500
100540
2101470
200390
103150
4809670
4900023
2103030
637590
4800163
1700221
2101200
1304680
2400120
4800171
400946
400947
2900009
5307740
5304830
5400720
5307020
1200150
5401620
1200390
102790
200001
200003
200004
200480
200610
200780
1200990
2011850
2101950
2103000
2103060
2103990
2104250
2103210
2200900
2400600
2600300
4900037
2700173
2680930
1701425
1200870
4838730
3411400
5512540
